EinAnaTmpMotorWicklU2_20Hz	EinAnaTmpUmgebung_20Hz	XcpAnaDrzMotorIst_20Hz	XcpAnaSpgMotorD_20Hz	XcpAnaSpgMotorQ_20Hz	XcpAnaStrMotorD_20Hz	XcpAnaStrMotorQ_20Hz	XcpAnaTmpElektronik_20Hz	index	runtime	downtime	check_sum
42.0	25.2	-1670.1	5.0	5.01	22.44	77.42	27.66	126549	13266.0	1734.0	15000.0
42.0	25.2	-1670.1	5.0	5.01	22.44	77.42	27.67	126550	13267.0	1733.0	15000.0
41.99	25.2	-10782.41	10.34	11.79	29.03	34.02	27.68	126551	13268.0	1732.0	15000.0
41.98	25.2	-10782.41	10.34	11.79	29.03	34.02	27.69	126552	13269.0	1731.0	15000.0
41.97	25.2	-11188.72	0.27	15.7	11.16	0.56	27.7	126553	13270.0	1730.0	15000.0
41.95	25.2	-11188.72	0.27	15.7	11.16	0.56	27.71	126554	13271.0	1729.0	15000.0
41.93	25.2	-10352.17	1.27	15.94	6.21	5.1	27.72	126555	13272.0	1728.0	15000.0
41.9	25.2	-10352.17	1.27	15.94	6.21	5.1	27.73	126556	13273.0	1727.0	15000.0
41.87	25.2	-10106.5	1.65	16.19	4.34	5.99	27.73	126557	13274.0	1726.0	15000.0
41.84	25.2	-10106.5	1.65	16.19	4.34	5.99	27.73	126558	13275.0	1725.0	15000.0
41.8	25.0	-10106.5	1.65	16.19	4.34	5.99	27.73	126559	13276.0	1724.0	15000.0
41.76	25.0	-10106.5	1.65	16.19	4.34	5.99	27.73	126560	13277.0	1723.0	15000.0
41.72	25.0	-10036.01	1.76	16.19	4.93	6.58	27.73	126561	13278.0	1722.0	15000.0
41.67	25.0	-10036.01	1.76	16.19	4.93	6.58	27.75	126562	13279.0	1721.0	15000.0
41.62	25.0	-10006.1	1.75	16.2	3.24	7.19	27.76	126563	13280.0	1720.0	15000.0
41.57	25.0	-10006.1	1.75	16.2	3.24	7.19	13.88	126564	13281.0	1719.0	15000.0
